id,company,year_salary,low_year_salary,high_year_salary
5402,海特锐（天津）科技有限公司,120-195,120,195
5403,湖南云河数码信息科技有限公司,96-144,96,144
5404,陕西拾贝通讯技术有限公司,72-120,72,120
5405,星汉智能科技股份有限公司,91-143,91,143
5406,云南东络科技有限公司,60-72,60,72
5407,中联智科高新技术有限公司,108-168,108,168
5408,成就医学科技（天津）有限公司,96-108,96,108
5409,常州商米称重科技有限公司,84-120,84,120
5410,北京罗特思创科技有限公司,108-120,108,120
5411,深圳市韦德显示技术有限公司,52-78,52,78
5412,青岛海石商用科技股份有限公司,96-144,96,144
5413,鲲鹏仪器（大连）有限公司,90-135,90,135
5414,上海鼎乾信息科技有限公司,96-156,96,156
5415,青岛旭升视觉有限公司,96-156,96,156
5416,江苏依诺数字科技有限公司,96-108,96,108
5417,杭州领芯微电子有限公司,117-169,117,169
5418,合肥美昂兴电子技术有限公司,72-132,72,132
5419,深圳市博声医疗器械有限公司,108-168,108,168
5420,北京捷文科技股份有限公司,126-196,126,196
5421,广西华云大数据有限公司,84-144,84,144
5422,沈阳时空优越科技有限公司,48-72,48,72
5423,北京宏瑞汽车科技股份有限公司,96-156,96,156
5424,欧蒙医学诊断（中国）有限公司,120-195,120,195
5425,朗析仪器（上海）有限公司,104-169,104,169
5426,南京北方慧华光电有限公司,96-144,96,144
5427,安徽安财信科大数据科技集团有限公司,52-117,52,117
5428,北京新大陆时代科技有限公司,112-182,112,182
5429,亿通优地（北京）科技有限公司,84-168,84,168
5430,广州云阳电子科技有限公司,48-72,48,72
5431,南京安悦科技有限公司,72-84,72,84
5432,上海卡索航空科技有限公司,117-182,117,182
5433,常州中兴恒英电子有限公司,60-120,60,120
5434,河狸机器人,72-120,72,120
5435,深圳市活水床旁诊断仪器有限公司,120-195,120,195
5436,青岛观云台数据技术有限责任公司,72-108,72,108
5437,珠海景秀科技有限公司,108-168,108,168
5438,福州福大自动化科技有限公司,65-130,65,130
5439,江苏锦程航空科技有限公司,96-156,96,156
5440,厦门弘新智能科技有限公司,96-156,96,156
5441,新乡北方车辆仪表有限公司,112-182,112,182
5442,武汉卡尔玛汽车电子有限公司,96-180,96,180
5443,洛阳顺驰驾驶员培训有限公司,60-120,60,120
5444,大连微洋科技有限公司,108-156,108,156
5445,联夯（上海）自动化科技有限公司,104-169,104,169
5446,深圳安贝格测控科技有限公司,72-120,72,120
5447,苏州迈为科技股份有限公司,112-168,112,168
5448,长沙优龙机器人有限公司,78-143,78,143
5449,杭州安誉科技有限公司,96-144,96,144
5450,河北法浦科技有限公司,36-84,36,84
5451,致真精密仪器（青岛）有限公司,96-156,96,156
5452,四川省莱沃云创科技有限公司,112-192,112,192
5453,广州凯媒通讯技术有限公司,117-182,117,182
5454,深圳市智之祺科技有限公司,72-144,72,144
5455,广东凌丰五金装备科技股份有限公司,72-132,72,132
5456,武汉零壹志安科技有限公司,96-156,96,156
5457,威海市中韩和商电子商务有限公司,96-144,96,144
5458,陕西纷腾互动网络科技有限公司,84-144,84,144
5459,华为技术有限公司,60-120,60,120
5460,石家庄科林智控科技有限公司,48-108,48,108
5461,云南妙果科技有限公司,60-96,60,96
5462,广东广风隆电子科技有限公司,72-84,72,84
5463,大连泓米信息技术有限公司,60-84,60,84
5464,合肥智皖电子科技有限公司,91-156,91,156
5465,广西松贤科技有限公司,60-72,60,72
5466,成都瑞视恒基通信技术有限公司,60-96,60,96
5467,广东云扬科技有限公司,104-169,104,169
5468,北京汽车研究总院有限公司,105-150,105,150
5469,合肥行健智能机器人有限公司,96-156,96,156
5470,哈尔滨佳威奇科技有限公司,72-96,72,96
5471,杭州浙大旭日科技开发有限公司,72-84,72,84
5472,东营价值线安全技术有限公司,84-120,84,120
5473,一方威视,48-96,48,96
5474,长春市新科展电脑职业培训学校,96-108,96,108
5475,深圳市美克能源科技股份有限公司,96-156,96,156
5476,宁波华仪宁创智能科技有限公司,90-165,90,165
5477,苏州视印智能系统有限公司,104-169,104,169
5478,蓝聪科技（上海）股份有限公司,72-96,72,96
5479,上海亘岩网络科技有限公司,96-144,96,144
5480,上海启羿信息科技有限公司,60-120,60,120
5481,江苏威尔曼科技有限公司,72-120,72,120
5482,西安数峰信息科技有限责任公司,72-120,72,120
5483,都福（上海）实业有限公司,96-156,96,156
5484,北京枚源科技发展有限公司,72-132,72,132
5485,广州宇曦电子科技有限公司,60-96,60,96
5486,安徽飞迪航空科技有限公司,60-120,60,120
5487,广西松贤科技有限公司,60-72,60,72
5488,上海龙腾科技股份有限公司,72-84,72,84
5489,武汉亿楚创智科技有限公司,96-120,96,120
5490,成都瑞视恒基通信技术有限公司,60-96,60,96
5491,湖南典阅教育科技有限公司,108-168,108,168
5492,南京毅诚融亭管理咨询有限公司,72-84,72,84
5493,武汉世纪创博科技有限公司,96-156,96,156
5494,四川博途汇通科技有限公司,96-180,96,180
5495,杭州浙大旭日科技开发有限公司,72-84,72,84
5496,西安特拉多姆节能环保科技有限公司,48-96,48,96
5497,埃思本软件技术（上海）有限公司,108-132,108,132
5498,合肥长陆工业科技有限公司,84-132,84,132
5499,长沙睿达电子科技有限公司,65-130,65,130
5500,苏州视印智能系统有限公司,104-169,104,169
5501,杭州佳和电气股份有限公司,112-140,112,140
5502,上海亘岩网络科技有限公司,96-144,96,144
5503,河南翔宇医疗设备股份有限公司,36-72,36,72
5504,重庆天时嘉科技有限公司,72-120,72,120
5505,江西微博科技有限公司,65-78,65,78
5506,福建方泰教昱科技发展集团有限责任公司,48-72,48,72
5507,陕西欧卡电子智能科技有限公司,84-154,84,154
5508,浙江东昉医疗科技有限公司,84-140,84,140
5509,北京三维天地科技股份有限公司,84-144,84,144
5510,西安迅湃快速充电技术有限公司,72-132,72,132
5511,北京用友政务软件股份有限公司福建分公司,91-130,91,130
5512,山东惠益兴信息科技有限公司,84-144,84,144
5513,上海诺捷信息科技有限公司,84-144,84,144
5514,杭州辰汉智能科技有限公司,72-108,72,108
5515,北京北森云计算股份有限公司,126-196,126,196
5516,青岛易触科技有限公司,72-96,72,96
5517,福建思嘉环保材料科技有限公司,60-96,60,96
5518,上海启羿信息科技有限公司,60-120,60,120
5519,江苏威尔曼科技有限公司,72-120,72,120
5520,西安数峰信息科技有限责任公司,72-120,72,120
5521,都福（上海）实业有限公司,96-156,96,156
5522,青岛蜂后股权投资基金管理有限公司,96-168,96,168
5523,北京长能环境大数据科技有限公司,96-144,96,144
5524,卫宁健康科技集团股份有限公司,120-195,120,195
5525,南京市江宁区鑫琦电动自行车销售中心,96-132,96,132
5526,深圳市一应科技有限公司,60-96,60,96
5527,成都无极点科技有限公司,96-144,96,144
5528,天津瑞和天孚科技有限公司,84-120,84,120
5529,佛吉亚（中国）投资有限公司,98-140,98,140
5530,南京安信达信息科技有限公司,72-120,72,120
5531,苏州华瓴科技有限公司,84-144,84,144
5532,法信公证云（厦门）科技有限公司,78-117,78,117
5533,苏州钧舵机器人有限公司,96-156,96,156
5534,江苏瑞新信息技术股份有限公司,91-104,91,104
5535,湘潭华辰仪器有限公司,72-120,72,120
5536,深圳市优优绿能股份有限公司,72-120,72,120
5537,诸暨慧知慧学教育科技有限公司,60-120,60,120
5538,淮安纷云软件有限公司,48-84,48,84
5539,舟山汇锦云网络技术有限公司,91-130,91,130
5540,四川天中星航空科技有限公司,72-132,72,132
5541,杭州利珀科技有限公司,96-144,96,144
5542,重庆泛语科技有限公司,60-96,60,96
5543,福建顶点软件股份有限公司,84-144,84,144
5544,蜘蛛网智能制造科技（无锡）有限公司,96-156,96,156
5545,北京华为数字技术有限公司,156-312,156,312
5546,深圳烟巴克科技有限公司,96-156,96,156
5547,北京鸿盈信息技术有限公司,225-345,225,345
5548,沈阳立德迅科技有限公司,72-132,72,132
5549,福建新大陆软件工程有限公司,130-195,130,195
5550,济南君安泰投资集团有限公司,72-132,72,132
5551,智擎信息技术（北京）有限公司,132-240,132,240
5552,山东宏数科技有限公司,108-168,108,168
5553,山东易加互联网科技有限公司,104-169,104,169
5554,成都步科智能有限公司,84-144,84,144
5555,杭州海康威视数字技术股份有限公司,180-360,180,360
5556,浙江正联网络科技有限公司,195-286,195,286
5557,奥格科技股份有限公司,143-260,143,260
5558,福建浩普信息技术有限公司,78-143,78,143
5559,湖北永业行评估咨询有限公司,192-264,192,264
5560,杭州博思远望软件有限公司,132-216,132,216
5561,武汉极客营信息技术有限公司,195-390,195,390
5562,浙江毅星科技有限公司,180-360,180,360
5563,二十一世纪空间技术应用股份有限公司,180-240,180,240
5564,北京国欣数码科技有限公司,208-286,208,286
5565,深圳市比亚迪锂电池有限公司,180-360,180,360
5566,安徽众焱信息科技有限公司,120-132,120,132
5567,北京网讯鹏博科技有限公司,120-144,120,144
5568,杭州绿湾网络科技有限公司,108-144,108,144
5569,上海翔明信息技术有限公司,84-144,84,144
5570,德讯科技股份有限公司,168-280,168,280
5571,苏州慧工云信息科技有限公司,216-288,216,288
5572,深圳市中创电测技术有限公司,195-325,195,325
5573,湖南华美信息系统有限公司,132-240,132,240
5574,上海筠箭信息科技有限公司,234-286,234,286
5575,厦门美到网络科技有限公司,156-300,156,300
5576,比亚迪汽车工业有限公司,216-312,216,312
5577,杭州密数科技有限公司,195-375,195,375
5578,软通动力信息技术（集团）股份有限公司,169-208,169,208
5579,安徽听海软件科技有限公司,156-208,156,208
5580,华为技术有限公司南京研究所,180-360,180,360
5581,成都芯源系统有限公司,144-276,144,276
5582,西安睿智时代信息技术有限公司,120-180,120,180
5583,山东天睿信诚节能科技有限公司,180-240,180,240
5584,珠海市众荣和商贸有限公司,84-132,84,132
5585,华为软件技术有限公司,240-480,240,480
5586,湖北融汇信息科技有限公司,96-144,96,144
5587,北京九天利建信息技术股份有限公司,180-300,180,300
5588,福建星云电子股份有限公司,143-286,143,286
5589,杭州迪普科技股份有限公司,156-240,156,240
5590,华为技术有限公司杭州研究所,240-480,240,480
5591,艾聚斯（海宁）智能科技有限公司,120-180,120,180
5592,武汉大学,130-195,130,195
5593,厦门市华林测绘信息有限公司,120-180,120,180
5594,欧拓飞科技（珠海）有限公司,144-240,144,240
5595,遨博（江苏）机器人有限公司,180-240,180,240
5596,北京墨甲文化科技有限公司,195-325,195,325
5597,上海天存信息技术有限公司,150-195,150,195
5598,深圳市商舟网科技有限公司,234-312,234,312
5599,山东新北洋信息技术股份有限公司深圳分公司,224-336,224,336
5600,上海维宏电子科技股份有限公司,180-360,180,360
5601,北京思达威云石油工程技术研究院有限公司,168-308,168,308
5602,比亚迪汽车有限公司,120-180,120,180
5603,山东朗进科技股份有限公司,130-195,130,195
5604,比亚迪汽车有限公司,120-180,120,180
5605,山东朗进科技股份有限公司,130-195,130,195
5606,合肥中科君达视界技术股份有限公司,270-375,270,375
5607,佛吉亚（中国）投资有限公司,144-240,144,240
5608,北京铁兰技术有限公司,120-180,120,180
5609,广州君腾航空科技有限公司,225-450,225,450
5610,武汉天之逸科技有限公司,104-156,104,156
5611,中科方德软件有限公司,117-182,117,182
5612,东莞市兴华机器人自动化技术有限公司,156-300,156,300
5613,晶测电子科技（上海）有限公司,120-180,120,180
5614,北京艾思科米科技有限公司,180-360,180,360
5615,青岛海尔科技有限公司,180-192,180,192
5616,深圳市大族光伏装备有限公司,156-240,156,240
5617,康准电子科技（昆山）有限公司,96-156,96,156
5618,爱士惟科技股份有限公司,96-156,96,156
5619,江苏熙和医疗科技有限公司,195-325,195,325
5620,哈尔滨哈船导航技术有限公司,84-144,84,144
5621,华为技术有限公司杭州研究所,240-480,240,480
5622,厦门真鸣科技有限公司,96-156,96,156
5623,河南扬文信息科技有限公司,108-168,108,168
5624,深圳市快车道新能源发展有限公司,120-180,120,180
5625,月立集团有限公司,120-180,120,180
5626,深圳市标王工业设备有限公司,144-288,144,288
5627,神州瑞通科技（北京）有限公司,168-180,168,180
5628,深圳市德明利技术股份有限公司,270-525,270,525
5629,江苏德长医疗科技有限公司,120-180,120,180
5630,武汉兆图科技有限公司,91-156,91,156
5631,秦皇岛开发区海岸机械制造有限公司,96-144,96,144
5632,北京航辰机载智能系统科技有限公司,120-180,120,180
5633,上海景定电子科技有限公司,130-195,130,195
5634,通用电气医疗系统贸易发展（上海）有限公司,195-390,195,390
5635,陕西中科启航科技有限公司,120-180,120,180
5636,昆山品岱电子有限公司,120-180,120,180
5637,视微影像（河南）科技有限公司,105-180,105,180
5638,深圳市迈普视通科技有限公司,96-156,96,156
5639,广州市睿恒智通电子有限公司,84-144,84,144
5640,四川永祥光伏科技有限公司,120-180,120,180
5641,万帮数字能源股份有限公司,210-420,210,420
5642,深圳市召隆科技有限公司,180-240,180,240
5643,上海腾复智能安防科技集团有限公司,120-180,120,180
5644,深圳市卓兴半导体科技有限公司,180-360,180,360
5645,苏州迈为科技股份有限公司,180-300,180,300
5646,智蜂机电科技（东莞）有限公司,210-350,210,350
5647,深圳市易安技术服务有限公司,96-144,96,144
5648,上海之炜物联网有限公司,156-312,156,312
5649,多益网络有限公司,144-264,144,264
5650,新天科技股份有限公司,72-132,72,132
5651,华芯巨数（杭州）微电子有限公司,216-360,216,360
5652,北京互时科技股份有限公司,288-480,288,480
5653,北京科东电力控制系统有限责任公司,96-156,96,156
5654,昆山联滔电子有限公司,156-234,156,234
5655,上海柏楚电子科技股份有限公司,176-352,176,352
5656,中科新松有限公司,120-180,120,180
5657,珠海市万晟达科技发展有限公司,72-132,72,132
5658,微策略软件（杭州）有限公司,195-390,195,390
5659,杭州云嘉云计算有限公司,156-228,156,228
5660,深圳市沃感科技有限公司,195-325,195,325
5661,深圳市吉祥腾达科技有限公司,143-260,143,260
5662,苏州睿新微系统技术有限公司,132-240,132,240
5663,西湖智能视觉科技（杭州）有限公司,192-360,192,360
5664,南京盈思倍电子科技有限公司,104-169,104,169
5665,北京航辰机载智能系统科技有限公司,120-180,120,180
5666,上海景定电子科技有限公司,130-195,130,195
5667,上海微釜半导体设备有限公司,180-300,180,300
5668,通用电气医疗系统贸易发展（上海）有限公司,195-390,195,390
5669,陕西中科启航科技有限公司,120-180,120,180
5670,深圳市迈普视通科技有限公司,96-156,96,156
5671,上海贯众信息技术有限公司,180-240,180,240
5672,深圳森科智能系统技术有限公司,120-180,120,180
5673,江苏全盛座舱技术股份有限公司,195-390,195,390
5674,天津滨海高新区五洲科技有限公司,104-169,104,169
5675,智德益康医疗科技（深圳）有限公司,120-180,120,180
5676,博志生物科技（深圳）有限公司,180-240,180,240
5677,深圳市迈腾电子有限公司,196-336,196,336
5678,毕马威企业咨询（中国）有限公司,156-299,156,299
5679,深圳华大智造云影医疗科技有限公司,210-420,210,420
5680,澎峰（北京）科技有限公司,156-221,156,221
5681,杭州云嘉云计算有限公司,156-228,156,228
5682,苏州睿新微系统技术有限公司,132-240,132,240
5683,西湖智能视觉科技（杭州）有限公司,192-360,192,360
5684,浙江禾川科技股份有限公司,144-240,144,240
5685,西安矩兴华铠科技有限公司,182-260,182,260
5686,上海野齿仪器科技有限公司,120-180,120,180
5687,珠海一微半导体股份有限公司,132-240,132,240
5688,上海热岛信息科技有限公司,72-144,72,144
5689,龙盈智达（北京）科技有限公司,180-300,180,300
5690,浙江瀚维科技有限责任公司,156-195,156,195
5691,贝恩讯谱光电科技（北京）股份有限公司,120-180,120,180
5692,苏州金域信息科技有限公司,195-260,195,260
5693,陕西鼎益科技有限公司,96-156,96,156
5694,沁阳市东微电子技术有限公司,84-132,84,132
5695,宝略科技（浙江）有限公司,72-132,72,132
5696,成都锋行电子产品设计有限公司,210-280,210,280
5697,湖南苍树航天科技有限公司,120-132,120,132
5698,深圳市台电实业有限公司,180-240,180,240
5699,上海韬安信息技术有限公司,120-180,120,180
5700,讯腾云创（南京）软件设计研究院有限公司,120-180,120,180
5701,上海莹火智显科技有限公司,96-144,96,144
5702,深圳市瑞能实业股份有限公司,208-351,208,351
5703,上海广翼智联科技有限公司,210-420,210,420
5704,湖北京山轻工机械股份有限公司,130-195,130,195
5705,珠海创微电子科技有限公司,156-312,156,312
5706,北京桔灯地球物理勘探股份有限公司,144-240,144,240
5707,苏州康莲医疗技术有限公司,156-264,156,264
5708,北京博电新力电气股份有限公司,156-312,156,312
5709,深圳市印之明科技有限公司,180-300,180,300
5710,微测科技（杭州）有限公司,144-192,144,192
5711,曼德电子电器有限公司,180-300,180,300
5712,宁波润华全芯微电子设备有限公司,180-360,180,360
5713,天和防务技术（北京）有限公司,120-180,120,180
5714,特变电工西安电气科技有限公司,180-360,180,360
5715,阿理新能源科技（昆山）有限公司,195-390,195,390
5716,四川天邑康和通信股份有限公司,180-360,180,360
5717,瑞之博集团有限公司,120-180,120,180
5718,意优智能科技（无锡）有限公司,180-300,180,300
5719,明瑞电子（成都）有限公司,168-252,168,252
5720,深圳市木牛机器人科技有限公司,180-360,180,360
5721,上海复光竞成科技有限公司,144-240,144,240
5722,深圳市艾家智能科技有限公司,84-144,84,144
5723,通达电磁能股份有限公司,180-360,180,360
5724,安徽德通智联科技有限公司,144-180,144,180
5725,天津市再登科技有限公司,72-132,72,132
5726,深圳市新嘉拓自动化技术有限公司,156-260,156,260
5727,北京安知信息技术有限公司,144-288,144,288
5728,合普动力股份有限公司,132-240,132,240
5729,湖南尖峰激光医疗科技有限公司,216-276,216,276
5730,海南良葱网络科技有限公司,120-156,120,156
5731,北京摩诘创新科技股份有限公司,169-260,169,260
5732,深圳市艾家智能科技有限公司,84-144,84,144
5733,浙江长城搅拌设备股份有限公司,72-132,72,132
5734,征图三维（北京）激光技术有限公司,143-260,143,260
5735,天津贝克电气有限公司,96-144,96,144
5736,匹析达技术咨询（上海）有限公司,195-260,195,260
5737,湖南先步信息股份有限公司,117-156,117,156
5738,浙江钱江机器人有限公司,180-240,180,240
5739,明峰医疗系统股份有限公司,156-260,156,260
5740,北京睿芯高通量科技有限公司,132-240,132,240
5741,北京西能电子科技发展有限公司,180-216,180,216
5742,北京诺亦腾科技有限公司,180-300,180,300
5743,北京滕睿德邦科技发展有限公司,132-264,132,264
5744,上海音锋机器人股份有限公司,180-360,180,360
5745,上海东熠数控科技有限公司,120-132,120,132
5746,西安辉道电子科技有限公司,120-180,120,180
5747,北京左江科技股份有限公司,168-336,168,336
5748,为升科（上海）科技电子有限公司,182-322,182,322
5749,深圳泰德激光技术股份有限公司,132-216,132,216
5750,深圳市恒佳盛电子有限公司,120-156,120,156
5751,南京良电新能源科技有限公司,180-300,180,300
5752,内江十二相智控科技有限公司,120-180,120,180
5753,成都华云软创科技有限公司,156-234,156,234
5754,深圳市人通智能科技有限公司,132-216,132,216
5755,北京小米移动软件有限公司,252-490,252,490
5756,博库信息技术（武汉）有限公司,156-240,156,240
5757,浙江寰福科技有限公司,192-300,192,300
5758,江苏堃阳自动化设备有限公司,169-338,169,338
5759,上海领检科技有限公司,224-350,224,350
5760,华勤技术股份有限公司,165-270,165,270
5761,北京赛普泰克技术有限公司,120-180,120,180
5762,北京清视野科技有限责任公司,120-180,120,180
5763,江苏石星科技有限公司,120-180,120,180
5764,昆山德汇汽车服务有限公司,180-240,180,240
5765,乐麦声学科技（深圳）有限公司,156-260,156,260
5766,艾普斯电源（苏州）有限公司,130-195,130,195
5767,西安华控智能系统工程有限公司,144-288,144,288
5768,深圳市汉微科技有限公司,120-180,120,180
5769,天域北斗图书,96-156,96,156
5770,铂端科技,216-360,216,360
5771,安徽同湃特机器人科技有限公司,143-260,143,260
5772,上海宏力达信息技术股份有限公司,210-350,210,350
5773,北京盘语科技有限公司,140-210,140,210
5774,苏州秩益科技有限责任公司,225-450,225,450
5775,北京云智软通信息技术有限公司,180-300,180,300
5776,东声（苏州）智能科技有限公司,144-240,144,240
5777,四川龙睿三航科技有限公司,120-180,120,180
5778,方正国际软件（北京）有限公司,180-300,180,300
5779,三一海洋重工有限公司,240-480,240,480
5780,漳州科能人工智能科技有限公司,78-143,78,143
5781,杭州泰伦斯信息咨询有限公司,225-450,225,450
5782,东莞市益松数控科技有限公司,120-180,120,180
5783,美国派瑞艾力斯国际公司北京代表处,96-144,96,144
5784,上海思熠光电科技有限公司,180-360,180,360
5785,博众精工科技股份有限公司,144-240,144,240
5786,中核承影（西安）医疗设备有限公司,96-156,96,156
5787,无锡中微腾芯电子有限公司,168-280,168,280
5788,比亚迪汽车工业有限公司,120-168,120,168
5789,长沙朗克科技有限公司,143-286,143,286
5790,中科芯磁科技（珠海）有限责任公司,144-240,144,240
5791,天津易鼎丰动力科技有限公司,154-308,154,308
5792,广州市溢信科技股份有限公司,117-182,117,182
5793,北京经纬恒润科技股份有限公司,91-143,91,143
5794,深圳承启未来科技有限公司,144-180,144,180
5795,上海联影医疗科技股份有限公司,120-180,120,180
5796,深圳市双翌光电科技有限公司,120-180,120,180
5797,深圳市智流形机器人技术有限公司,195-260,195,260
5798,科创研究院,108-168,108,168
5799,重庆金康赛力斯新能源汽车设计院有限公司,180-360,180,360
5800,珠海迈科智能科技股份有限公司,180-360,180,360
5801,江西联创精密机电有限公司,180-240,180,240
5802,中航国画（上海）激光显示科技有限公司,195-325,195,325
5803,上海祥承通讯技术有限公司,130-195,130,195
5804,杭州海康威视数字技术股份有限公司广州分公司,270-450,270,450
5805,网域探行,96-156,96,156
5806,炬芯科技股份有限公司,180-300,180,300
5807,深圳市德斯戈智能科技有限公司,180-360,180,360
5808,深圳市联赢激光股份有限公司,132-180,132,180
5809,烟台市广智微芯智能科技有限责任公司,168-336,168,336
5810,杭州马上创新科技有限公司,195-325,195,325
5811,哈工大机器人（合肥）国际创新研究院,180-288,180,288
5812,深圳众城卓越科技有限公司,180-360,180,360
5813,上海非凸智能科技有限公司,350-700,350,700
5814,华为技术有限公司南京研究所,180-300,180,300
5815,上海维宏电子科技股份有限公司,180-360,180,360
5816,浙江双元科技股份有限公司,156-312,156,312
5817,上海柏楚电子科技股份有限公司,176-352,176,352
5818,上海思深宇维信息科技有限公司,360-720,360,720
5819,江苏一六仪器有限公司,240-300,240,300
5820,上海数迹智能科技有限公司,182-338,182,338
5821,微策略软件（杭州）有限公司,260-520,260,520
5822,新华三技术有限公司,180-300,180,300
5823,珞石（北京）科技有限公司,210-350,210,350
5824,西安尚智电子科技有限公司,195-390,195,390
5825,上海新网程信息技术股份有限公司,180-360,180,360
5826,北京大工科技有限公司,144-288,144,288
5827,井颐医疗信息技术（杭州）有限公司,156-312,156,312
5828,滴滴出行科技有限公司,300-600,300,600
5829,北京中矿四维探源科技有限公司,144-264,144,264
5830,北京经纬恒润科技股份有限公司,180-300,180,300
5831,澳克诺（上海）汽车科技有限公司,234-390,234,390
5832,微软（中国）有限公司苏州分公司,240-420,240,420
5833,紫光恒越技术有限公司,300-360,300,360
5834,江苏为是科技有限公司,180-360,180,360
5835,青岛海信传媒网络技术有限公司,169-325,169,325
5836,广东不二医疗科技有限公司,144-264,144,264
5837,北京九思易自动化软件有限公司,240-480,240,480
5838,深圳市喜悦智慧数据有限公司,240-480,240,480
5839,北京康高特仪器设备有限公司,180-360,180,360
5840,华为技术有限公司南京研究所,180-300,180,300
5841,上海维宏电子科技股份有限公司,180-360,180,360
5842,浙江双元科技股份有限公司,156-312,156,312
5843,上海柏楚电子科技股份有限公司,176-352,176,352
5844,上海思深宇维信息科技有限公司,360-720,360,720
5845,江苏一六仪器有限公司,240-300,240,300
5846,上海数迹智能科技有限公司,182-338,182,338
5847,微策略软件（杭州）有限公司,260-520,260,520
5848,新华三技术有限公司,180-300,180,300
5849,珞石（北京）科技有限公司,210-350,210,350
5850,井颐医疗信息技术（杭州）有限公司,156-312,156,312
5851,滴滴出行科技有限公司,300-600,300,600
5852,北京中矿四维探源科技有限公司,144-264,144,264
5853,北京经纬恒润科技股份有限公司,180-300,180,300
5854,澳克诺（上海）汽车科技有限公司,234-390,234,390
5855,微软（中国）有限公司苏州分公司,240-420,240,420
5856,紫光恒越技术有限公司,300-360,300,360
5857,江苏为是科技有限公司,180-360,180,360
5858,青岛海信传媒网络技术有限公司,169-325,169,325
5859,广东不二医疗科技有限公司,144-264,144,264
5860,北京九思易自动化软件有限公司,240-480,240,480
5861,深圳市喜悦智慧数据有限公司,240-480,240,480
5862,北京康高特仪器设备有限公司,180-360,180,360
5863,北京大恒图像视觉有限公司,264-360,264,360
5864,深圳中集天达物流系统工程有限公司,180-300,180,300
5865,广东敏华电器有限公司,180-360,180,360
5866,江门市江海区小林汽车智能科技有限公司,300-480,300,480
5867,上海优睿谱半导体设备有限公司,280-560,280,560
5868,北京车和家信息技术有限公司,180-360,180,360
5869,华规软件（上海）有限公司,143-286,143,286
5870,陕西戴伯特智能科技有限公司,195-325,195,325
5871,杭州三坛医疗科技有限公司,240-480,240,480
5872,华芯巨数（杭州）微电子有限公司,180-360,180,360
5873,杭州金时科技有限公司,144-276,144,276
5874,深圳火山视觉技术有限公司,420-750,420,750
5875,北京沃东天骏信息技术有限公司,480-840,480,840
5876,上海思深宇维信息科技有限公司,180-360,180,360
5877,重庆长安汽车软件科技有限公司,180-360,180,360
5878,苏州精濑光电有限公司,280-350,280,350
5879,上海博达数据通信有限公司,350-490,350,490
5880,火亮新能源,350-560,350,560
5881,盛立安元科技（杭州）股份有限公司,180-264,180,264
5882,成都智暄科技有限责任公司,195-390,195,390
5883,成都云鼎康德科技有限公司,240-420,240,420
5884,北京九思易自动化软件有限公司,240-480,240,480
5885,成都鼎桥通信技术有限公司,225-375,225,375
5886,深圳市信宇人科技股份有限公司,180-300,180,300
5887,深圳市韵腾激光科技有限公司,216-420,216,420
5888,西安长远电子工程有限责任公司,195-325,195,325
5889,浙江奥思伟尔电动科技有限公司,300-600,300,600
5890,开异智能技术（上海）有限公司,240-360,240,360
5891,上海平可行智能科技有限公司,144-288,144,288
5892,玲珑汽车,156-312,156,312
5893,苏州鑫业诚智能装备有限公司,180-300,180,300
5894,上海酷鹰机器人科技有限公司,169-325,169,325
5895,成都子非影人科技有限公司,144-288,144,288
5896,深圳市普博医疗科技股份有限公司,180-360,180,360
5897,力高（山东）新能源技术有限公司,300-525,300,525
5898,北京日航科技有限公司,144-288,144,288
5899,苏州珂晶达电子有限公司,180-360,180,360
5900,英诺达（成都）电子科技有限公司,325-650,325,650
5901,上海蓁康电子有限公司,260-364,260,364
5902,北京华如科技股份有限公司,156-300,156,300
5903,天河智星（北京）科技有限公司,180-360,180,360
5904,上海数巧信息科技有限公司,240-360,240,360
5905,南京翼辉信息技术有限公司,280-560,280,560
5906,图达通智能科技（苏州）有限公司,525-825,525,825
5907,平方和（北京）科技有限公司,195-390,195,390
5908,上海同磊土木工程技术有限公司,216-420,216,420
5909,深圳市海勤科技有限公司,216-360,216,360
5910,芯合电子（上海）有限公司,300-600,300,600
5911,北京四方达科信息科技有限公司,360-720,360,720
5912,深圳为准精机仪器设备有限公司,260-390,260,390
5913,桥弘数控科技（上海）有限公司,195-390,195,390
5914,深圳同富裕创业投资有限合伙企业（有限合伙）,180-360,180,360
5915,深圳慧智星晨科技有限公司,180-360,180,360
5916,斯巴达工具（深圳）有限公司,300-420,300,420
5917,南京联实电子有限公司,144-288,144,288
5918,深圳市华曦达科技股份有限公司,192-360,192,360
5919,小米科技有限责任公司,300-600,300,600
5920,深圳拓邦股份有限公司,252-490,252,490
5921,宁波人财云科技有限公司,560-840,560,840
5922,上海隐冠半导体技术有限公司,252-392,252,392
5923,深圳健展科技有限公司,180-360,180,360
5924,梅卡曼德（北京）机器人科技有限公司,180-360,180,360
5925,深圳健展科技有限公司,180-360,180,360
5926,深圳市西迪特科技股份有限公司,300-420,300,420
5927,深圳市华明辰科技有限公司,240-420,240,420
5928,南京联实电子有限公司,144-288,144,288
5929,杭州威浩实业有限公司,180-300,180,300
5930,杭州朔天科技有限公司,182-364,182,364
5931,无锡宏创盛安科技有限公司,252-490,252,490
5932,苏州捷胜科技有限公司,180-300,180,300
