id,company,province,city,county
3598,博科达（北京）科技有限公司,北京市,北京市,海淀区
3599,广州汇智通信技术有限公司,北京市,北京市,海淀区
3600,沈阳东硕信息技术有限公司,上海市,上海市,宝山区
3601,三一（韶山）风电设备有限公司,湖南省,湘潭市,韶山市
3602,上海密尔克卫化工储存有限公司,上海市,上海市,浦东新区
3603,成都腾云忆想科技有限公司,四川省,成都市,武侯区
3604,中安网脉（北京）技术股份有限公司,广西壮族自治区,南宁市,青秀区
3605,gongsi,,,
3606,深圳市紫金支点技术股份有限公司,上海市,上海市,黄浦区
3607,北京博特数通技术有限公司,北京市,北京市,海淀区
3608,河南纳迦科技有限公司,河南省,郑州市,金水区
3609,山东广电信通网络运营有限公司,山东省,济南市,历下区
3610,永安期货股份有限公司,浙江省,杭州市,滨江区
3611,内蒙古环晔材料有限公司,内蒙古自治区,呼和浩特市,赛罕区
3612,横乐医学,广东省,珠海市,香洲区
3613,杭州宇树科技有限公司,浙江省,杭州市,滨江区
3614,福建青网网络科技有限公司,福建省,漳州市,芗城区
3615,上海宜舟信息系统有限公司,上海市,上海市,静安区
3616,深圳市铂科新材料股份有限公司,广东省,惠州市,惠东县
3617,苏州云融信息技术有限公司,湖南省,长沙市,长沙县
3618,海南好思达网络科技有限公司,海南省,海口市,龙华区
3619,北京曼威知识产权代理有限公司,北京市,北京市,海淀区
3620,gongsi,,,
3621,杭州吉网通信技术有限公司,浙江省,杭州市,
3622,北京中电汇通科技有限公司,江苏省,南京市,鼓楼区
3623,上海长信科技股份有限公司,上海市,上海市,嘉定区
3624,科大国盾量子技术股份有限公司,安徽省,合肥市,蜀山区
3625,世方信息技术集团有限公司,山东省,济南市,历下区
3626,深圳市华成峰科技有限公司,江苏省,南京市,鼓楼区
3627,江苏亿兆智慧数据有限公司,江苏省,南京市,鼓楼区
3628,深圳市创载网络科技有限公司,广东省,深圳市,福田区
3629,江西电信信息产业有限公司,江西省,南昌市,南昌经济技术开发区
3630,中电信数智科技有限公司湖南分公司,湖南省,长沙市,芙蓉区
3631,东莞市东阳光实业发展有限公司,广东省,东莞市,
3632,江苏金盾检测技术股份有限公司,江苏省,南京市,玄武区
3633,南京迈特望科技股份有限公司,江苏省,南京市,秦淮区
3634,杭州银科思成信息技术有限公司,浙江省,杭州市,拱墅区
3635,智达信科技术股份有限公司,辽宁省,大连市,甘井子区
3636,福建泉工股份有限公司,福建省,泉州市,惠安县
3637,爱讯达科技（深圳）有限公司,陕西省,西安市,雁塔区
3638,珠海格创新空间发展有限公司,广东省,珠海市,香洲区
3639,北京太极疆泰科技发展有限公司,北京市,北京市,海淀区
3640,三一石油智能装备有限公司,湖南省,株洲市,石峰区
3641,江苏达科信息科技有限公司,浙江省,杭州市,滨江区
3642,gongsi,,,
3643,广东钦天科技有限公司,广东省,佛山市,顺德区
3644,神州顶联科技有限公司,安徽省,合肥市,庐阳区
3645,通威太阳能（盐城）有限公司,江苏省,南通市,崇川区
3646,北京勤慕数据科技有限公司,广东省,深圳市,福田区
3647,南京盛佳建业科技有限责任公司,江苏省,苏州市,姑苏区
3648,摩恩节能技术（天津）有限公司,天津市,天津市,和平区
3649,艾辉（深圳）服装咨询顾问有限公司,广东省,深圳市,南山区
3650,宁波金田铜业（集团）股份有限公司,浙江省,宁波市,江北区
3651,广州南天电脑系统有限公司,广东省,广州市,天河区
3652,天道金科股份有限公司,浙江省,杭州市,
3653,gongsi,,,
3654,杭州鸿翼安通科技有限公司,浙江省,杭州市,西湖区
3655,gongsi,,,
3656,新特能源股份有限公司,新疆维吾尔自治区,昌吉回族自治州,奇台县
3657,南京中新赛克科技有限责任公司,江苏省,南京市,江宁区
3658,江苏常熟农村商业银行股份有限公司,江苏省,苏州市,常熟市
3659,深圳市多科电子有限公司,广东省,深圳市,龙华区
3660,深圳市新天下集团有限公司,广东省,深圳市,龙岗区
3661,北京万里红科技有限公司,福建省,福州市,鼓楼区
3662,福州元科信息技术有限公司,安徽省,合肥市,蜀山区
3663,河北启天电子技术有限公司,北京市,北京市,海淀区
3664,北京云融天下科技有限公司,河南省,郑州市,二七区
3665,中科水研（江西）科技股份有限公司,江西省,南昌市,南昌高新技术产业开发区
3666,北京信安致远科技有限公司,上海市,上海市,长宁区
3667,广州交信投,广东省,广州市,天河区
3668,四川川西数据产业有限公司,四川省,成都市,武侯区
3669,大连豪森瑞德设备制造有限公司,江苏省,常州市,武进区
3670,比亚迪汽车工业有限公司,广东省,深圳市,坪山区
3671,上海中是信息科技有限公司,上海市,上海市,浦东新区
3672,北京海卫士电子有限公司,北京市,北京市,海淀区
3673,福州胜蓝智能科技有限公司,福建省,福州市,鼓楼区
3674,北京握奇数据股份有限公司,北京市,北京市,顺义区
3675,北京神州新桥科技有限公司,辽宁省,大连市,中山区
3676,杭州青橙繁星信息技术服务有限公司,浙江省,杭州市,余杭区
3677,华润河南医药有限公司,河南省,郑州市,管城回族区
3678,三星（中国）半导体有限公司,陕西省,西安市,雁塔区
3679,北京北信志博科技有限公司,北京市,北京市,朝阳区
3680,北京和鸿盈科技术有限公司,北京市,北京市,大兴区
3681,深圳市拓保软件有限公司,浙江省,杭州市,滨江区
3682,一九零五（北京）网络科技有限公司,北京市,北京市,西城区
3683,特瓦特能源科技有限公司,北京市,北京市,丰台区
3684,量投科技（上海）股份有限公司,上海市,上海市,浦东新区
3685,深圳市中电电力技术股份有限公司,湖北省,武汉市,江夏区
3686,深圳拓邦股份有限公司,广东省,深圳市,宝安区
3687,威胜集团有限公司,湖南省,长沙市,长沙县
3688,曙光信息产业股份有限公司,江苏省,无锡市,新吴区
3689,山东英科医疗制品有限公司,山东省,潍坊市,青州市
3690,上海宇服科技服务有限公司,上海市,上海市,普陀区
3691,深圳市大成印象科技有限公司,北京市,北京市,海淀区
3692,济南作为科技有限公司,山东省,济南市,历城区
3693,嘉安城工程咨询（天津）有限公司,天津市,天津市,西青区
3694,阅动（广东）信息技术有限公司,广东省,深圳市,福田区
3695,长安通信科技有限责任公司,北京市,北京市,昌平区
3696,北京派网软件有限公司,上海市,上海市,长宁区
3697,杭州水务数智科技股份有限公司,浙江省,杭州市,西湖区
3698,上海佩琪信息技术有限公司,上海市,上海市,浦东新区
3699,深圳市百富嘉软件有限公司,广东省,深圳市,龙华区
3700,牧原肉食品,河南省,南阳市,内乡县
3701,亚太卫星宽带通信（深圳）有限公司,广东省,深圳市,宝安区
3702,西安明赋云计算有限公司,陕西省,西安市,雁塔区
3703,北京数码创天科技有限公司,北京市,北京市,
3704,武汉维谘信息技术有限公司,湖北省,武汉市,洪山区
3705,武汉福源康环境技术有限公司,湖北省,武汉市,洪山区
3706,北京天合正道电子技术有限公司,北京市,北京市,
3707,陕西航天蓝西科技开发有限公司,陕西省,西安市,雁塔区
3708,航天四创科技有限责任公司,北京市,北京市,丰台区
3709,宁波工业互联网研究院有限公司,浙江省,宁波市,海曙区
3710,南凌科技股份有限公司,上海市,上海市,浦东新区
3711,华勤技术股份有限公司,江苏省,无锡市,新吴区
3712,大昌行集团,广东省,深圳市,宝安区
3713,常州星宇车灯股份有限公司,江苏省,常州市,新北区
3714,武汉光谷联合集团有限公司,湖北省,武汉市,洪山区
3715,竞技世界（北京）网络技术有限公司,北京市,北京市,海淀区
3716,上海万申信息产业股份有限公司,上海市,上海市,长宁区
3717,惠州锂威新能源科技有限公司,浙江省,金华市,兰溪市
3718,昆山迈致治具科技有限公司,江苏省,苏州市,昆山市
3719,浙江望安科技有限公司,浙江省,杭州市,余杭区
3720,福建简致互娱软件有限公司,福建省,福州市,台江区
3721,小西信息技术（上海）有限公司,江苏省,南京市,雨花台区
3722,宁波云沐信息科技有限公司,浙江省,宁波市,海曙区
3723,广东天朝达互联科技有限公司,广东省,广州市,天河区
3724,沈阳迅领科技有限公司,辽宁省,沈阳市,和平区
3725,湖南大唐先一科技有限公司,北京市,北京市,西城区
3726,苏州美蝶网络科技有限公司,江苏省,苏州市,姑苏区
3727,三一海洋重工有限公司,广东省,深圳市,龙华区
3728,合肥发源地智能科技有限公司,安徽省,合肥市,庐阳区
3729,煜象科技（杭州）有限公司,四川省,成都市,武侯区
3730,神彩科技股份有限公司,江苏省,苏州市,吴中区
3731,武汉巴旦木科技有限公司,湖北省,武汉市,东西湖区
3732,首都信息科技发展有限公司,北京市,北京市,东城区
3733,重庆海云捷迅科技有限公司,福建省,厦门市,同安区
3734,山东香农软件科技有限公司,山东省,济南市,市中区
3735,天安星控（北京）科技有限责任公司,北京市,北京市,海淀区
3736,gongsi,,,
3737,北京智宸天驰科技有限公司,北京市,北京市,海淀区
3738,深圳市兰盾科技有限公司,广东省,深圳市,光明区
3739,深圳顺丰泰森控股（集团）有限公司,福建省,福州市,晋安区
3740,科来网络技术股份有限公司,四川省,成都市,武侯区
3741,武汉中地数码科技有限公司,湖北省,武汉市,江夏区
3742,中煤科工集团南京设计研究院有限公司,江苏省,南京市,浦口区
3743,浙江孔辉汽车科技有限公司,浙江省,湖州市,吴兴区
3744,江苏林洋能源股份有限公司,江苏省,南京市,建邺区
3745,北京中亦安图科技股份有限公司,北京市,北京市,丰台区
3746,无锡星智数服科技有限公司,江苏省,无锡市,锡山区
3747,深圳彩智慧网络有限公司,广东省,江门市,新会区
3748,润都制药（荆门）有限公司,湖北省,荆门市,东宝区
3749,山金期货有限公司,上海市,上海市,杨浦区
3750,北京恒安信创科技股份有限公司,北京市,北京市,昌平区
3751,广州广大通电子科技有限公司,广东省,广州市,天河区
3752,东微电子材料（北京）有限公司,北京市,北京市,通州区
3753,上海有大信息科技有限公司,广东省,深圳市,福田区
3754,中移系统集成有限公司陕西分公司,陕西省,西安市,雁塔区
3755,上海启源迈通信息技术有限公司,上海市,上海市,普陀区
3756,河北上善若水智慧水务有限公司,河北省,石家庄市,裕华区
3757,大连斯锐信息技术有限公司,北京市,北京市,海淀区
3758,江苏未来网络集团有限公司,江苏省,南京市,江宁区
3759,河南信大网御科技有限公司,河南省,郑州市,金水区
3760,上海熊猫机械集团销售有限公司福建分公司,福建省,厦门市,湖里区
3761,上海亿威航空电子股份有限公司,湖南省,长沙市,长沙县
3762,西安东亚科技专修学院,陕西省,西安市,新城区
3763,深圳北斗星航通信技术有限公司,广东省,深圳市,罗湖区
3764,中水三立数据技术股份有限公司,安徽省,合肥市,蜀山区
3765,华晨宝马汽车有限公司,辽宁省,沈阳市,铁西区
3766,北京协力泽仁科技发展有限公司,北京市,北京市,石景山区
3767,杭州敏探科技有限公司,浙江省,杭州市,西湖区
3768,江苏凤栖奥特莱斯实业发展有限公司,江苏省,泰州市,泰兴市
3769,中通服和信科技有限公司,安徽省,合肥市,蜀山区
3770,中金金融认证中心有限公司,北京市,北京市,海淀区
3771,上海展湾信息科技有限公司,上海市,上海市,杨浦区
3772,陕西云软软件有限公司,陕西省,西安市,长安区
3773,长春卓尔巨龙科技发展有限公司,吉林省,长春市,朝阳区
3774,重庆天音云通科技有限公司,重庆市,重庆市,渝中区
3775,石家庄简道科技有限公司,河北省,石家庄市,桥西区
3776,成都海地云信息技术有限公司,四川省,成都市,武侯区
3777,辽宁玉晟科技有限公司,辽宁省,鞍山市,立山区
3778,广州市科喜信息科技有限公司,广东省,惠州市,惠阳区
3779,惠州市耘天科技有限公司,广东省,惠州市,惠阳区
3780,江西路丰科技有限公司,江西省,南昌市,南昌县
3781,扬州科瑞信息技术有限公司,江苏省,扬州市,高邮市
3782,北京机器人摇滚科技有限公司,北京市,北京市,丰台区
3783,深圳市鸣筝软件有限责任公司,广东省,深圳市,南山区
3784,北京千捷科技有限公司,黑龙江省,哈尔滨市,南岗区
3785,长春诺特瑞软件有限公司,吉林省,长春市,二道区
3786,吉林省北云科技有限公司,吉林省,长春市,南关区
3787,镇江青上智企业服务有限公司,江苏省,镇江市,丹徒区
3788,山东贝叶斯信息科技有限公司,山东省,青岛市,市北区
3789,内蒙古息易信息技术服务有限公司,内蒙古自治区,包头市,昆都仑区
3790,山西华峰科信有限责任公司,山西省,忻州市,忻府区
3791,广西德仁文化传播有限公司,广西壮族自治区,南宁市,江南区
3792,重庆尔智科技有限公司,重庆市,重庆市,南岸区
3793,北京古域酒业有限公司,北京市,北京市,海淀区
3794,长春市飞秋科技有限公司,吉林省,长春市,朝阳区
3795,深圳市布尔达科技有限公司,广东省,深圳市,龙岗区
3796,北京智源视界科技有限公司,北京市,北京市,海淀区
3797,牛酷,山西省,太原市,小店区
3798,成都安德力自动化科技有限公司,四川省,成都市,龙泉驿区
3799,平顶山金目工程检测技术有限公司,河南省,平顶山市,宝丰县
3800,锦州高丞地理信息科技有限公司,辽宁省,锦州市,凌河区
3801,北京诚亚科技有限责任公司,辽宁省,沈阳市,和平区
3802,辽宁文兴车辆服务有限公司,辽宁省,沈阳市,
3803,河南吉吉信息技术有限公司,河南省,濮阳市,清丰县
3804,湖南超视物联智能网络科技有限公司,湖南省,长沙市,长沙县
3805,南宁市雅径电子产品经营部,广西壮族自治区,南宁市,江南区
3806,湖南湘安民防工程建设监理咨询有限公司,湖南省,湘潭市,雨湖区
3807,迁安市亲和医养中心,河北省,唐山市,迁安市
3808,上海迈拓汽车技术有限公司,上海市,上海市,浦东新区
3809,连云港普登自动化设备有限公司,江苏省,连云港市,连云区
3810,辽宁天普软件有限公司,辽宁省,阜新市,阜新蒙古族自治县
3811,梁平区万鑫五金店,重庆市,重庆市,梁平区
3812,联仕（昆山）化学材料有限公司,江苏省,苏州市,昆山市
3813,信安工程监理,黑龙江省,哈尔滨市,香坊区
3814,沈阳司贝司装饰工程有限公司,辽宁省,沈阳市,铁西区
3815,广东辉曜环境科技有限公司,广东省,江门市,江海区
3816,内蒙古大恒建设有限公司,内蒙古自治区,呼和浩特市,赛罕区
3817,深圳市时迅迪科技有限公司,广东省,深圳市,南山区
3818,广西汉王天锦信息技术有限公司,广西壮族自治区,南宁市,青秀区
3819,四川众科达科技有限公司,四川省,绵阳市,涪城区
3820,武汉辉柯医疗科技有限公司,湖北省,武汉市,东西湖区
3821,河北优枫网络科技有限公司,河北省,石家庄市,裕华区
3822,广州方圆建筑信息技术咨询有限公司,广东省,广州市,荔湾区
3823,山东意和同悦电力工程设计有限公司,山东省,济宁市,任城区
3824,自贡兴建建设项目管理有限公司,四川省,自贡市,自流井区
3825,北京佳网科技有限责任公司呼伦贝尔市分公司,内蒙古自治区,呼伦贝尔市,海拉尔区
3826,福州市协成智慧科技有限公司,福建省,福州市,鼓楼区
3827,内蒙古中叶信息技术有限责任公司,内蒙古自治区,呼和浩特市,赛罕区
3828,辽宁天普软件有限公司,辽宁省,阜新市,阜新蒙古族自治县
3829,河北传峰工程技术咨询有限公司,河北省,石家庄市,桥西区
3830,界动体旅（张家口）运动场地设施有限公司,河北省,张家口市,桥西区
3831,北京市建壮咨询有限公司安徽分公司,安徽省,合肥市,蜀山区
3832,大连网医信联科技有限公司,陕西省,延安市,志丹县
3833,福建拓尔通软件有限公司,福建省,福州市,鼓楼区
3834,联众智慧科技股份有限公司,山东省,临沂市,兰山区
3835,广西太极华青信息系统有限公司,广西壮族自治区,南宁市,青秀区
3836,烟台经济技术开发区拜斯汽车音响改装店,山东省,烟台市,福山区
3837,杭州安庐科技有限公司,浙江省,金华市,东阳市
3838,南京乾华翀电子科技有限公司,江苏省,南京市,江宁区
3839,福建网信安服信息科技有限公司,福建省,福州市,鼓楼区
3840,广西国信云服科技有限公司,广西壮族自治区,南宁市,青秀区
3841,河北燕大工程设计有限公司,河北省,秦皇岛市,海港区
3842,天津哲凌科技有限公司,天津市,天津市,河西区
3843,梁平区万鑫五金店,重庆市,重庆市,梁平区
3844,沈阳奥林软件开发有限公司,辽宁省,沈阳市,苏家屯区
3845,联仕（昆山）化学材料有限公司,江苏省,苏州市,昆山市
3846,北京通锐创新科技有限责任公司,北京市,北京市,朝阳区
3847,信安工程监理,黑龙江省,哈尔滨市,香坊区
3848,沈阳司贝司装饰工程有限公司,辽宁省,沈阳市,铁西区
3849,广东辉曜环境科技有限公司,广东省,江门市,江海区
3850,内蒙古大恒建设有限公司,内蒙古自治区,呼和浩特市,赛罕区
3851,深圳市时迅迪科技有限公司,广东省,深圳市,南山区
3852,广西汉王天锦信息技术有限公司,广西壮族自治区,南宁市,青秀区
3853,广东铸友智能装备制造有限公司,广东省,中山市,
3854,长春市力众模具制造有限公司,吉林省,长春市,汽车经济技术开发区
3855,美嘉利河北医疗器械物流有限公司,河北省,保定市,竞秀区
3856,烟台上森威尔智能科技有限公司,山东省,烟台市,福山区
3857,广州网和网络技术有限公司,广东省,广州市,天河区
3858,西安科瑞达石油科技有限公司,陕西省,西安市,雁塔区
3859,长沙黑旋风电子科技有限公司,湖南省,长沙市,长沙县
3860,杭州沁宁环保科技有限公司,浙江省,杭州市,拱墅区
3861,南昌思创工程技术有限公司,江西省,南昌市,南昌县
3862,镇江远舟工程技术有限公司,江苏省,镇江市,润州区
3863,邯郸物效科技有限公司,河北省,邯郸市,丛台区
3864,宁夏嘉博晟安科技有限公司,宁夏回族自治区,银川市,金凤区
3865,重庆玲鲲科技有限公司,重庆市,重庆市,沙坪坝区
3866,睿易教育科技股份有限公司,四川省,成都市,武侯区
3867,重庆佳友科技有限公司,重庆市,重庆市,九龙坡区
3868,芒果地图（北京）科技有限公司,河北省,石家庄市,桥西区
3869,甘肃光海科技发展有限公司,甘肃省,兰州市,城关区
3870,江西摩速科技有限公司,江西省,南昌市,南昌县
3871,四川无量房地产开发有限公司,四川省,成都市,成华区
3872,西安新敏电子科技有限公司,陕西省,西安市,雁塔区
3873,北京珅企科技有限公司,黑龙江省,哈尔滨市,道外区
3874,鞍山天汇科技有限公司,辽宁省,鞍山市,立山区
3875,长春鼎龙汽车科技有限公司,吉林省,长春市,朝阳区
3876,山东慧建项目管理有限公司,山东省,菏泽市,牡丹区
3877,兰州辉煌软件有限责任公司,甘肃省,兰州市,城关区
3878,河北中北环保科技有限公司,河北省,石家庄市,裕华区
3879,山东昱衡工程项目管理有限公司,山东省,潍坊市,寒亭区
3880,江西省海岸建设集团有限公司,江西省,上饶市,广丰区
3881,广西子森,广西壮族自治区,河池市,巴马瑶族自治县
3882,慧农数科（辽阳）信息技术有限公司,辽宁省,辽阳市,文圣区
3883,陕西盈湖设备安装有限公司,陕西省,西安市,未央区
3884,惠州市华宸工程管理有限公司,广东省,惠州市,博罗县
3885,内蒙古苏禾工程勘察设计有限公司,内蒙古自治区,呼和浩特市,赛罕区
3886,四川柏慕联创建筑科技有限公司,四川省,成都市,青羊区
3887,贵州启瀚云视科技有限公司,贵州省,贵阳市,观山湖区
3888,广元市天南建筑劳务有限公司,新疆维吾尔自治区,乌鲁木齐市,水磨沟区
3889,江西优联荟智能科技有限公司,江西省,南昌市,南昌县
3890,大连明佳科技发展有限公司,辽宁省,大连市,西岗区
3891,苏州德斯米尔智能科技有限公司,江苏省,苏州市,太仓市
3892,昆山沃楚工业自动化设备有限公司,江苏省,苏州市,昆山市
3893,贵州睿合越辉工程有限公司,贵州省,贵阳市,云岩区
3894,中伦建筑工程设计有限公司川北设计院,四川省,南充市,顺庆区
3895,德图（云南）信息科技有限公司,云南省,昆明市,西山区
3896,武汉苗新智能科技有限公司,湖北省,武汉市,蔡甸区
3897,巨鹏信息科技有限公司,内蒙古自治区,包头市,昆都仑区
3898,杭州云众互联科技有限公司,浙江省,杭州市,西湖区
3899,北京赛施网络信息技术有限公司,北京市,北京市,石景山区
3900,内蒙古诚友网络科技有限公司,内蒙古自治区,呼和浩特市,赛罕区
3901,深圳云合盛科技有限公司,广东省,深圳市,南山区
3902,山东德慧通工程项目管理有限公司,山东省,枣庄市,滕州市
3903,河北航天信息技术有限公司石家庄分公司,河北省,石家庄市,长安区
3904,佛山图新科技有限公司,江苏省,苏州市,相城区
3905,河北本鉴云网络科技有限公司,河北省,石家庄市,桥西区
3906,重庆巴实游信息技术有限公司,浙江省,杭州市,上城区
3907,织米信息科技（河北）有限公司,河北省,衡水市,桃城区
3908,云南重置科技有限责任公司,云南省,昆明市,官渡区
3909,日照市艳阳电子科技有限公司,山东省,日照市,东港区
3910,成都市建丰声光科技有限公司,四川省,成都市,金牛区
3911,包头市智友信息技术有限公司,内蒙古自治区,包头市,青山区
3912,济南天德物业管理有限公司,山东省,济南市,历下区
3913,宿州智海知识产权代理事务所（普通合伙）,安徽省,宿州市,埇桥区
3914,四川正禾锦诚工程管理有限公司,四川省,成都市,金牛区
3915,磐石创新（江苏）电子装备有限公司,江苏省,徐州市,贾汪区
3916,上海建棱工程项目管理有限公司,上海市,上海市,徐汇区
3917,智容科技有限公司,江西省,南昌市,南昌县
3918,珠海小李飞刀网络科技有限公司,广东省,珠海市,香洲区
3919,广西国信云服科技有限公司,广西壮族自治区,南宁市,青秀区
3920,河北燕大工程设计有限公司,河北省,秦皇岛市,海港区
3921,天津哲凌科技有限公司,天津市,天津市,河西区
3922,长春大正博凯汽车设备有限公司,吉林省,长春市,朝阳区
3923,广州市一里地社区服务有限公司,广东省,广州市,番禺区
3924,广州市亿易联电子科技有限公司,广东省,广州市,番禺区
3925,山东汉昇环保技术服务有限公司,山东省,淄博市,周村区
3926,北京宜通华瑞科技有限公司,广东省,中山市,
3927,武汉虹信技术服务有限责任公司,四川省,攀枝花市,东区
3928,大连联达科技有限公司,辽宁省,大连市,甘井子区
3929,河北飞梦电子科技有限公司,河北省,邯郸市,丛台区
3930,深圳市通晟电子科技有限公司,广东省,深圳市,龙华区
3931,贵州北科纵横科技有限公司,贵州省,贵阳市,南明区
3932,山西中宸晟起网络科技有限公司,山西省,运城市,盐湖区
3933,武汉辉柯医疗科技有限公司,湖北省,武汉市,东西湖区
3934,河北优枫网络科技有限公司,河北省,石家庄市,裕华区
3935,重庆豪庆办公设备有限公司,重庆市,重庆市,九龙坡区
3936,广东绿力网络技术有限公司广州分公司,广东省,广州市,黄埔区
3937,浙江开拓电器股份有限公司,浙江省,温州市,瑞安市
3938,广东朗鑫建筑科技有限公司,广东省,惠州市,惠城区
3939,重庆佳友科技有限公司,重庆市,重庆市,九龙坡区
3940,芒果地图（北京）科技有限公司,河北省,石家庄市,桥西区
3941,任子行网络技术股份有限公司,湖北省,襄阳市,樊城区
3942,艾三维（天津）科技有限公司,天津市,天津市,西青区
3943,浙江地标设计集团有限公司台州分公司,浙江省,台州市,椒江区
3944,四川美怡达环保科技有限公司,四川省,成都市,金牛区
3945,广州优建科技服务有限公司,广东省,广州市,番禺区
3946,成都华企网通科技有限公司,四川省,成都市,龙泉驿区
3947,湖南琴湘建筑科技有限公司,湖南省,衡阳市,雁峰区
3948,北京认知云科技有限公司,河南省,三门峡市,湖滨区
3949,远光软件股份有限公司河北分公司,河北省,石家庄市,裕华区
3950,西安泓瀚电子信息科技有限公司,陕西省,西安市,雁塔区
3951,河北传峰工程技术咨询有限公司,河北省,石家庄市,桥西区
3952,界动体旅（张家口）运动场地设施有限公司,河北省,张家口市,桥西区
3953,北京市建壮咨询有限公司安徽分公司,安徽省,合肥市,蜀山区
3954,大连网医信联科技有限公司,陕西省,延安市,志丹县
3955,福建拓尔通软件有限公司,福建省,福州市,鼓楼区
3956,联众智慧科技股份有限公司,山东省,临沂市,兰山区
3957,广西太极华青信息系统有限公司,广西壮族自治区,南宁市,青秀区
3958,烟台经济技术开发区拜斯汽车音响改装店,山东省,烟台市,福山区
3959,杭州安庐科技有限公司,浙江省,金华市,东阳市
3960,南京乾华翀电子科技有限公司,江苏省,南京市,江宁区
3961,福建网信安服信息科技有限公司,福建省,福州市,鼓楼区
3962,大连明佳科技发展有限公司,辽宁省,大连市,西岗区
3963,北京方正建设工程管理有限公司,北京市,北京市,顺义区
3964,洛阳中科超晋智能装备有限公司,河南省,洛阳市,涧西区
3965,大连传霖科技有限公司,辽宁省,大连市,金州区
3966,成都赛恩计算机网络技术有限公司,上海市,上海市,浦东新区
3967,河南蛮蛮云计算技术有限公司,河南省,焦作市,沁阳市
3968,睿易教育科技股份有限公司,河南省,周口市,项城市
3969,南宁蓝微网络科技有限公司,广西壮族自治区,南宁市,江南区
3970,山东安顺制动系统有限公司,山东省,滨州市,沾化区
3971,南昌思创工程技术有限公司,江西省,南昌市,南昌县
3972,镇江远舟工程技术有限公司,江苏省,镇江市,润州区
3973,邯郸物效科技有限公司,河北省,邯郸市,丛台区
3974,宁夏嘉博晟安科技有限公司,宁夏回族自治区,银川市,金凤区
3975,重庆玲鲲科技有限公司,重庆市,重庆市,沙坪坝区
3976,上海致煜新机器人科技有限公司,上海市,上海市,浦东新区
3977,北京北大方正电子有限公司,北京市,北京市,海淀区
3978,北京鸿软科技有限公司,北京市,北京市,
3979,内蒙古建设集团股份有限公司,内蒙古自治区,呼和浩特市,赛罕区
3980,漳州市新启航信息科技有限公司,福建省,漳州市,芗城区
3981,宁波维域智能科技有限公司,浙江省,宁波市,镇海区
3982,广安旅投工程咨询有限公司,四川省,广安市,广安区
3983,嘉兴芯跃电子科技有限公司,浙江省,嘉兴市,南湖区
3984,上海东洛净化科技有限公司,上海市,上海市,浦东新区
3985,冠新软件股份有限公司,新疆维吾尔自治区,乌鲁木齐市,新市区
3986,深圳天奥生态环境有限公司,广东省,深圳市,龙华区
3987,国联（河北）工程咨询有限公司,河北省,石家庄市,裕华区
3988,深圳市残友智建有限公司,广东省,深圳市,福田区
3989,大连提姆家商贸商行,辽宁省,大连市,甘井子区
3990,秦皇岛三角龙科技有限公司,河北省,秦皇岛市,海港区
3991,吉林省奥创科技有限公司,吉林省,长春市,朝阳区
3992,哈尔滨舜祥科技有限公司,黑龙江省,哈尔滨市,道里区
3993,浙江昊川数字科技有限公司,浙江省,台州市,玉环市
3994,嘉维斯,辽宁省,沈阳市,和平区
3995,银川西软科贸有限公司,宁夏回族自治区,银川市,兴庆区
3996,四川瑞云谷物联网科技有限公司,四川省,成都市,成华区
3997,台州小章鱼信息技术有限公司,浙江省,台州市,椒江区
3998,银川西软科贸有限公司,宁夏回族自治区,银川市,兴庆区
3999,太原易锦科技有限公司,山西省,晋中市,榆次区
4000,南京本康软件科技有限责任公司,江苏省,南京市,雨花台区
4001,日照汇科信息科技有限公司,上海市,上海市,浦东新区
4002,大同市镜桥科贸有限公司,山西省,大同市,云冈区
4003,四川瑞云谷物联网科技有限公司,四川省,成都市,成华区
4004,台州小章鱼信息技术有限公司,浙江省,台州市,椒江区
4005,重庆新光互动科技有限公司,重庆市,重庆市,渝北区
4006,诸暨慧知慧学教育科技有限公司,浙江省,绍兴市,诸暨市
4007,信阳中益信息科技有限公司,河南省,信阳市,平桥区
4008,及时通物流科技（宁波）有限公司,浙江省,宁波市,鄞州区
4009,漯河拓谷信息技术有限公司,河南省,漯河市,郾城区
4010,安徽东启信息科技有限公司,安徽省,蚌埠市,蚌山区
4011,贵州全通云启智信息技术有限公司,贵州省,铜仁市,碧江区
4012,四川四财云友信息技术有限公司,四川省,成都市,武侯区
4013,青岛翼速网络有限公司,山东省,青岛市,胶州市
4014,惠州市惠阳区淡水枫茗收款机配套系统店,广东省,惠州市,惠阳区
4015,海南千方启辰计算机科技有限公司,海南省,海口市,龙华区
4016,安阳市锦云网络科技有限责任公司,河南省,安阳市,安阳县
4017,山东微蝶网络科技有限公司,山东省,日照市,东港区
4018,沧州市惠友软件有限公司,河北省,沧州市,新华区
4019,宁波千大数物联网科技有限公司,浙江省,宁波市,鄞州区
4020,鄂尔多斯市东胜区云捷信息技术有限责任公司,内蒙古自治区,鄂尔多斯市,东胜区
4021,益阳市优木全案设计有限公司,湖南省,益阳市,赫山区
4022,北京中琴科技发展有限公司,广西壮族自治区,桂林市,秀峰区
4023,湖北华仲软件测评服务有限公司,湖北省,武汉市,洪山区
4024,广州云徙科技有限公司,广东省,广州市,黄埔区
4025,淄博益企信息技术有限公司,山东省,淄博市,张店区
